,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1812,1812,1812,1812,1812,1812,240590089,17 30 14.457,-28 48 53.69,1,12.752,,,306-132383,17301444-2848537,STAR,BV,rpm,44.4,2.3,0.8,2.2,,,13.858,0.044,12.969,0.031,,,,,,,11.26,0.027,10.747,0.026,10.676,0.023,5046,154,123,4.594,0.04,0.056,-0.166,0.24,0.28,0.728,0.1,0.064,0.775,0.1,0.062,1.908,0.386,0.434,280.6,103.2,75.45,0.184,0.067,0.048,AAA-222-111-000-0-0,6.3,
1813,1813,1813,1813,1813,1813,240590336,17 28 41.167,-28 48 50.19,1,10.478,,6838-540-1,306-131575,17284119-2848500,STAR,BV,rpm,1.7,3.1,-2.3,2.9,,,11.934,0.205,10.71,0.081,11.68,0.03,,,,,8.747,0.02,8.191,0.049,7.97,0.02,4788,155,155,2.53,0.235,0.235,0.037,0.15,0.15,12.306,6.842,2.441,2.21,1.155,0.825,9.16E-04,0.001,5.27E-04,888.4,554.4,151.2,0.394,0.158,0.113,AAA-111-111-000-0-0,8.4,
1814,1814,1814,1814,1814,1814,240590963,17 36 52.881,-28 48 41.78,1,11.125,,6839-636-1,306-134358,17365286-2848415,STAR,gri,rpm,0.1,4.5,-13.8,4.4,,,12.855,0.334,12.186,0.252,12.468,0.03,11.161,0.04,10.55,0.06,8.92,0.023,8.254,0.053,8.023,0.031,4628,141,198,2.419,0.232,0.464,0.031,0.15,0.36,11.671,8.912,1.144,1.448,0.68,0.453,7.12E-04,7.09E-04,5.76E-04,848.1,618.3,76.4,0.583,0.126,0.189,AAA-111-111-000-0-0,8.6,
1815,1815,1815,1815,1815,1815,240591209,17 28 33.666,-28 48 38.51,1,11.66,,,,17283366-2848385,STAR,J,rpm,4.8,9,-24.6,9,,,,,,,,,,,,,10.001,0.024,8.835,0.031,8.177,0.025,4790,229,143,0.118,1.932,0.02,-0.117,0.33,0.09,202.231,4.045,170.866,1.944,2.089,0.07,2.37E-07,1.30E-04,1.42E-08,18510,555.4,13740,3.392,0.135,0.075,AAA-212-111-000-0-0,6.9,0611-0588697
1816,1816,1816,1816,1816,1816,240591833,17 34 53.682,-28 48 29.97,1,13.804,,,306-133821,17345368-2848299,STAR,gri,rpm,-5.3,2,-11.5,2.1,,,15.968,0.04,14.482,0.039,15.298,0.042,13.882,0.045,13.163,0.064,11.361,0.037,10.601,0.048,10.431,0.046,4741,116,495,1.384,0.756,0.294,-1.32,0.65,1.43,29.8,15.056,0.972,0.83,0.097,0.032,3.00E-05,3.78E-04,1.96E-05,6129,2339,626.2,0.946,0.157,0.471,AAA-222-111-000-0-0,7.6,
1817,1817,1817,1817,1817,1817,240592204,17 38 00.913,-28 48 24.82,1,13.261,,,306-134637,17380091-2848247,STAR,gri,apo,0.4,2.8,-2,3.2,,,15.506,0.03,13.984,0.036,14.829,0.038,13.346,0.042,12.589,0.062,10.623,0.022,9.912,0.024,9.71,0.024,4799,95,114,2.723,0.13,0.182,-0.024,0.1,0.22,9.548,1.644,2.817,1.806,0.536,0.75,0.002,0.001,8.38E-04,1569,291.4,414.4,0.602,0.316,0.226,AAA-222-111-000-0-0,9.3,
1818,1818,1818,1818,1818,1818,240592651,17 33 14.763,-28 48 18.78,1,11.974,,,,17331476-2848187,STAR,J,rpm,-8,1,-4,6,,,,,,,,,,,,,10.283,0.024,8.9,0.021,8.149,0.033,4608,416,208,1.628,0.294,1.176,-0.375,0.52,0.05,51.406,73.97,16.603,1.839,0.037,0.037,3.18E-05,6.03E-05,3.10E-05,22080,662.3,9279,4.436,0.21,0.245,AAA-211-111-000-0-0,8.6,0611-0609984
1819,1819,1819,1819,1819,1819,240593815,17 28 33.643,-28 48 03.17,1,12.111,,,306-131495,17283364-2848032,STAR,J,rpm,-9.7,4,144.1,18.6,,,,,,,,,,,,,10.419,0.023,9.274,0.024,8.737,0.025,4091,135,337,4.826,0.152,0.095,0.048,0.08,0.24,0.454,0.098,0.147,0.509,0.112,0.195,5.034,5.679,1.583,79.24,30.55,18.85,0.06,0.035,0.013,AAA-222-111-000-0-0,7.1,
1820,1820,1820,1820,1820,1820,240594279,17 37 59.972,-28 47 56.27,1,13.826,,,307-128722,17375996-2847563,STAR,BV,rpm,-19.3,2.8,-32.1,2.9,,,14.948,0.02,14.047,0.036,,,,,,,11.999,0.025,11.557,0.04,11.418,0.043,5453,397,331,4.543,0.05,0.24,-0.372,0.36,0.42,0.805,0.305,0.073,0.857,0.038,0.099,1.525,0.373,0.916,356.3,150.5,74.59,0.217,0.152,0.076,AAA-222-111-000-0-0,8.8,
1821,1821,1821,1821,1821,1821,240595425,17 35 08.645,-28 47 41.50,1,14.614,,,307-127974,17350864-2847414,STAR,BV,rpm,0.5,2.1,-6.6,2.2,,,15.629,0.03,14.806,0.043,15.174,0.041,,,,,12.918,0.027,12.581,0.038,12.394,0.046,6282,544,389,4.078,0.205,0.246,0.063,0.15,0.18,1.689,0.743,0.443,1.319,0.384,0.24,0.243,0.283,0.147,1115,517.8,303.6,0.58,0.335,0.239,AAA-222-111-000-0-0,9.7,
1822,1822,1822,1822,1822,1822,240595597,17 34 37.422,-28 47 39.26,1,12.395,,,307-127843,17343742-2847391,STAR,gri,rpm,-3.7,1.8,0.2,1.8,,,15.354,0.03,13.283,0.032,14.458,0.036,12.462,0.041,11.511,0.06,9.162,0.027,8.213,0.026,7.957,0.018,3864,137,91,1.191,0.205,0.533,0.151,0.15,0.78,49.836,28.569,12.292,1.477,0.291,0.524,1.08E-05,1.17E-05,8.30E-06,2961,1529,678.4,0.831,0.178,0.127,AAA-111-111-000-0-0,9.9,
1823,1823,1823,1823,1823,1823,240595808,17 29 17.793,-28 47 36.48,1,11.207,,6838-565-1,307-125779,17291778-2847365,STAR,BV,plx,-3.9,3.2,-11.6,3,,,12.044,0.195,11.35,0.139,,,,,,,10.164,0.024,9.853,0.034,9.751,0.027,5889,251,251,4.402,0.08,0.096,-0.056,0.16,0.24,1.039,0.144,0.127,1.018,0.112,0.112,0.855,0.352,0.25,229.5,12.68,12.68,0.168,0.099,0.071,AAA-222-111-000-0-0,5.9,
1824,1824,1824,1824,1824,1824,240596105,17 34 56.841,-28 47 32.40,1,12.016,,,,17345684-2847323,STAR,J,col,,,,,,,,,,,,,,,,,10.324,0.024,8.982,0.026,8.288,0.025,4593,148,123,1.964,0.324,0.27,0.279,0.15,0.6,31.971,14.561,10.005,3.869,0.75,2.001,9.94E-05,2.36E-04,6.33E-05,5354,13380,2007,4.253,0.244,0.244,AAA-222-111-000-0-0,8.3,0612-0608059
1825,1825,1825,1825,1825,1825,240596749,17 43 34.560,-28 47 23.29,1,15.983,,,,17433456-2847232,STAR,J,col,,,,,,,,,,,,,,,,,14.595,0.036,11.085,0.03,9.174,0.023,3285,203,145,0.212,0.26,0.26,0.065,0.35,0.49,134.723,60.46,36.674,1.095,0.434,0.07,4.36E-07,6.34E-07,2.87E-07,9585,3992,1531,12.938,0.445,0.445,BAA-222-111-000-0-0,10.3,0612-0641150
1826,1826,1826,1826,1826,1826,240597437,17 33 50.398,-28 47 13.99,1,13.379,,,307-127643,17335040-2847139,STAR,gri,rpm,0.3,2,-11.2,2.1,,,15.014,0.02,13.822,0.035,14.411,0.036,13.367,0.043,12.937,0.063,11.358,0.024,10.745,0.029,10.65,0.03,4794,118,118,2.958,0.364,0.676,-0.338,0.32,0.48,5.081,5.984,0.96,0.969,0.309,0.093,0.006,0.012,0.006,1246,1405,154.2,0.429,0.106,0.123,AAA-222-111-000-0-0,6.5,
1827,1827,1827,1827,1827,1827,240597454,17 30 01.200,-28 47 13.77,1,12.493,,6838-465-1,307-126253,17300119-2847137,STAR,BV,plx,5,2.9,-5.7,2.7,,,11.764,0.096,12.207,0.264,,,,,,,10.867,0.023,10.786,0.032,10.746,0.028,9232,3149,1312,3.905,0.2,0.24,0.09,0.12,0.12,2.926,1.134,0.574,2.667,0.921,0.511,0.095,0.092,0.052,1203,404.5,404.5,0.46,0.213,0.182,AAA-222-111-000-0-0,6.4,
1828,1828,1828,1828,1828,1828,240601101,17 35 19.723,-28 46 24.01,1,13.645,,,,17351972-2846240,STAR,J,col,,,,,,,,,,,,,,,,,12.242,0.036,11.23,0.049,10.806,0.037,4032,379,189,1.479,0.539,0.245,0.177,0.3,0.54,30.855,9.54,9.695,1.062,0.553,0.085,3.41E-05,1.45E-04,1.92E-05,6650,1838,2150,1.481,0.499,0.312,AAA-222-111-000-0-0,9,0612-0609494
1829,1829,1829,1829,1829,1829,240602233,17 28 16.735,-28 46 08.77,1,13.671,,,307-125183,17281673-2846087,STAR,JHK,apo,2.1,2.9,4.2,3.2,,,,,,,,,,,,,10.925,0.031,10.134,0.034,9.786,0.029,4582,73,91,2.412,0.096,0.08,0.083,0.12,0.12,11.934,1.863,0.673,1.4,0.343,0.187,7.75E-04,2.12E-04,1.95E-04,2088,279.7,179.3,0.614,0.32,0.267,AAA-222-111-000-0-0,9.8,
1830,1830,1830,1830,1830,1830,240603517,17 38 07.110,-28 45 50.82,1,13.705,,,307-128752,17380711-2845507,STAR,gri,rpm,-5.7,3,5.7,4.9,,,15.55,0.03,14.261,0.037,14.894,0.039,13.813,0.044,13.195,0.064,11.972,0.054,11.576,0.072,11.414,0.075,5373,8211,446,2.891,0.672,0.672,-0.372,0.6,0.72,7.965,2.211,4.01,1.046,4.455,0.214,0.006,0.031,0.006,2778,735.5,1270,0.84,1.242,0.324,AAA-222-111-000-0-0,7.7,
1831,1831,1831,1831,1831,1831,240603931,17 38 37.156,-28 45 44.71,1,12.632,,,307-128883,17383716-2845449,STAR,J,rpm,-2.7,5.2,8.5,9.8,,,,,,,,,,,,,11.004,0.024,9.956,0.027,9.597,0.025,3856,357,223,1.052,0.448,0.32,0.052,0.35,0.63,47.202,18.558,13.321,1.067,0.572,0.107,9.62E-06,2.47E-05,6.28E-06,5625,2051,1503,1.232,0.464,0.29,AAA-222-111-000-0-0,5,
1832,1832,1832,1832,1832,1832,240604094,17 36 48.544,-28 45 42.26,1,13.48,,,307-128440,17364854-2845422,STAR,gri,rpm,-1.2,2,-0.8,2,,,15.017,0.02,14.03,0.036,14.594,0.037,13.588,0.043,13.002,0.063,11.111,0.026,10.563,0.036,10.277,0.027,5034,350,250,2.408,0.115,0.207,-1.016,0.56,0.4,10,2.612,1.528,0.893,0.146,0.028,9.22E-04,4.90E-04,4.56E-04,2154,485.1,272.8,0.609,0.15,0.21,AAA-222-111-000-0-0,6.6,
1833,1833,1833,1833,1833,1833,240604346,17 29 35.232,-28 45 38.75,1,12.007,,,,17293523-2845387,STAR,J,col,,,,,,,,,,,,,,,,,10.315,0.021,9.118,0.021,8.548,0.023,4551,55,202,1.737,0.144,0.18,0.232,0.24,0.12,46.495,8.994,10.833,4.716,0.094,0.49,4.17E-05,2.75E-05,1.95E-05,5522,600.1,1144,3.179,0.098,0.122,AAA-222-111-000-0-0,7.6,0612-0587079
1834,1834,1834,1834,1834,1834,240605472,17 35 53.299,-28 45 23.58,1,13.723,,,307-128166,17355329-2845234,STAR,JHK,rpm,-5.6,3.6,-2.7,2.7,,,,,,,,,,,,,12.231,0.032,11.793,0.049,11.629,0.039,5621,633,527,3.635,0.576,1.248,-0.029,0.2,0.96,2.597,6.296,1.286,1.087,0.569,0.219,0.059,0.307,0.058,1193,1865,583.9,0.47,0.401,0.2,AAA-222-111-000-0-0,6.9,
1835,1835,1835,1835,1835,1835,240606018,17 36 17.922,-28 45 16.07,1,12.954,,,307-128304,17361792-2845161,STAR,J,apo,7,6.1,-7,6.2,,,,,,,,,,,,,11.4,0.027,10.239,0.028,9.827,0.023,4449,106,132,2.302,0.095,0.152,0.126,0.12,0.12,13.47,2.874,2.005,1.331,0.365,0.166,4.94E-04,2.64E-04,1.94E-04,2780,465.2,336.3,0.812,0.374,0.374,AAA-222-111-000-0-0,6.1,
1836,1836,1836,1836,1836,1836,240608587,17 35 16.591,-28 44 41.02,1,13.312,,,307-128002,17351658-2844409,STAR,gri,rpm,5,2,0.6,2,,,15.68,0.04,14.121,0.036,15.056,0.04,13.448,0.043,12.564,0.062,10.357,0.021,9.583,0.026,9.274,0.022,4630,232,290,2.379,0.33,0.396,0.034,0.25,0.3,12.306,13.429,1.861,1.654,0.808,0.404,7.70E-04,8.54E-04,6.27E-04,1555,1673,203.8,1.154,0.123,0.271,AAA-222-111-000-0-0,10.8,
1837,1837,1837,1837,1837,1837,240609144,17 28 07.359,-28 44 33.04,1,15.224,,,,17280735-2844330,STAR,J,,-5,9,-3.1,9,,,,,,,,,,,,,13.884,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUU-200-100-c00-0-0,4.8,0612-0579550
1838,1838,1838,1838,1838,1838,240609305,17 34 30.064,-28 44 30.85,1,10.947,,,307-127805,17343006-2844309,STAR,gri,rpm,-1.6,1.7,-6,1.3,,,13.523,0.043,11.749,0.03,12.679,0.031,11.027,0.04,10.205,0.06,8.169,0.039,7.329,0.036,7.019,0.018,3838,157,89,1.21,0.168,0.12,0.159,0.12,0.27,45.671,5.928,8.101,1.256,0.318,0.145,1.25E-05,9.74E-06,3.65E-06,1824,314.1,316.6,0.352,0.209,0.087,AAA-111-111-000-0-0,6.9,
1839,1839,1839,1839,1839,1839,240609398,17 28 40.282,-28 44 29.29,1,13.029,,,307-125462,17284028-2844293,STAR,BV,rpm,5.4,3.2,-3.2,2.7,,,14.598,0.02,13.284,0.032,13.938,0.034,,,,,10.891,0.023,10.311,0.024,10.167,0.025,4797,147,147,2.523,0.372,0.186,-0.146,0.3,0.48,10.414,1.325,3.143,1.182,0.849,0.25,0.001,0.002,4.56E-04,1977,261.7,615.4,0.395,0.205,0.128,AAA-222-111-0dd-0-0,7.7,
1840,1840,1840,1840,1840,1840,240609409,17 35 39.250,-28 44 29.17,1,14.769,,,307-128101,17353924-2844291,STAR,BV,rpm,2.7,2.2,-8.9,2.3,,,16.046,0.05,14.963,0.045,15.498,0.045,,,,,12.55,0.077,12.072,0.152,11.946,0.039,5070,1043,652,3.239,0.93,1.674,-0.233,0.36,0.78,3.19,14.504,2.097,1.007,0.303,0.138,0.016,0.369,0.016,1771,5816,1100,0.456,0.381,0.208,ABA-222-111-000-0-0,6.5,
1841,1841,1841,1841,1841,1841,240609721,17 35 23.145,-28 44 24.73,1,14.343,,,307-128038,17352314-2844245,STAR,BV,rpm,-16,7,-6,12.2,,,15.45,0.03,14.501,0.04,14.946,0.039,,,,,12.446,0.024,12.008,0.021,11.855,0.028,5666,519,288,3.92,0.522,0.348,-0.019,0.18,0.54,1.776,1.616,0.846,1.032,0.542,0.143,0.143,0.739,0.113,833.5,725.7,388,0.49,0.322,0.179,AAA-222-111-000-0-0,6.8,
1842,1842,1842,1842,1842,1842,240609744,17 37 28.255,-28 44 24.51,1,10.709,,,307-128584,17372825-2844244,STAR,gri,rpm,-0.4,1.1,-3.7,1.5,,,12.665,0.041,11.261,0.03,11.999,0.03,10.732,0.04,10.156,0.06,8.55,0.029,7.894,0.033,7.69,0.024,4558,190,190,2.275,0.22,0.352,0.059,0.12,0.24,16.724,11.651,5.26,1.666,1.601,0.572,3.75E-04,4.36E-04,2.81E-04,987.4,806.1,307.4,0.483,0.134,0.134,AAA-111-111-000-0-0,7,
1843,1843,1843,1843,1843,1843,240610715,17 38 31.456,-28 44 10.54,1,13.688,,,307-128858,17383146-2844104,STAR,BV,rpm,-13.5,3,-21.1,3.1,,,14.822,0.02,13.852,0.035,14.37,0.036,,,,,11.65,0.035,11.126,0.044,11.024,0.047,4965,516,198,4.578,0.06,0.648,-0.087,0.25,0.25,0.773,1.023,0.101,0.842,0.115,0.096,1.717,0.521,1.559,247.1,377.9,40.63,0.17,0.218,0.078,AAA-222-111-000-0-0,6.8,
1844,1844,1844,1844,1844,1844,240610740,17 30 41.009,-28 44 10.21,1,13.635,,,307-126513,17304101-2844100,STAR,JHK,rpm,28.2,15.6,-106,2.2,,,,,,,,,,,,,11.619,0.032,11.01,0.044,10.831,0.035,3888,768,349,4.927,0.11,0.198,-0.313,0.4,0.64,0.354,0.219,0.117,0.401,0.205,0.171,7.849,7.455,4.767,112.3,126.5,52.41,0.074,0.083,0.042,AAA-222-111-000-0-0,6.4,
1845,1845,1845,1845,1845,1845,240610867,17 37 06.684,-28 44 08.45,1,14.399,,,307-128496,17370668-2844085,STAR,gri,rpm,0.4,2.1,-2.3,2.2,,,15.961,0.05,14.871,0.044,15.405,0.044,14.472,0.049,13.968,0.071,12.337,0.029,12.026,0.043,11.836,0.042,9425,4238,2825,3.75,0.132,0.11,0.131,0.12,0.12,3.791,0.622,0.727,2.854,1.984,0.992,0.057,0.02,0.019,2065,926.5,480.3,1.748,0.202,0.547,AAA-222-111-000-0-0,7.5,
1846,1846,1846,1846,1846,1846,240611843,17 36 05.157,-28 43 54.83,1,14.795,,,307-128256,17360515-2843547,STAR,BV,rpm,3,2.2,-7.2,2.7,,,15.948,0.05,14.963,0.045,15.487,0.044,,,,,12.809,0.061,12.44,0.099,12.288,0.087,5996,565,678,4.021,0.31,0.496,-0.014,0.2,0.44,1.612,1.499,0.604,1.152,0.347,0.248,0.207,0.47,0.176,1091,1098,427.6,0.434,0.295,0.164,AAA-222-111-000-0-0,6.8,
1847,1847,1847,1847,1847,1847,240612884,17 36 05.521,-28 43 39.98,1,12.974,,,307-128257,17360551-2843400,STAR,J,apo,-1.7,4.4,-2.9,4.3,,,,,,,,,,,,,11.425,0.033,10.319,0.035,9.855,0.027,4230,84,84,1.952,0.168,0.12,0.233,0.12,0.15,21.521,4.175,5.316,1.496,0.506,0.316,1.38E-04,1.30E-04,4.94E-05,3764,719.8,604.2,1.032,0.697,0.387,AAA-222-111-000-0-0,7.6,
1848,1848,1848,1848,1848,1848,240613335,17 28 20.162,-28 43 34.27,1,16.507,,,,17282016-2843342,STAR,JHK,col,,,,,,,,,,,,,,,,,14.127,0.041,13.325,0.042,13.116,0.043,4590,246,176,2.358,0.221,0.085,-0.111,0.45,0.45,11.178,1.107,2.266,1.047,0.034,0.085,7.30E-04,7.27E-04,1.83E-04,7373,937.9,1138,1.135,0.283,0.236,AAA-222-111-000-0-0,9.9,0612-0580679
1849,1849,1849,1849,1849,1849,240613416,17 37 36.797,-28 43 32.76,1,14.525,,,307-128628,17373680-2843328,STAR,gri,rpm,-2.9,3.2,-6.8,3.3,,,16.339,0.06,15.083,0.047,15.68,0.047,14.663,0.051,14.03,0.072,12.461,0.051,12.026,0.092,11.899,0.078,5048,770,320,2.404,1.15,0.575,-0.784,0.77,0.42,8.095,7.653,5.304,0.904,0.531,0.031,0.001,0.038,9.12E-04,3057,2932,1693,0.601,0.323,0.231,AAA-222-111-000-0-0,6.6,
1850,1850,1850,1850,1850,1850,240614934,17 38 00.809,-28 43 11.99,1,13.492,,,307-128724,17380080-2843119,STAR,JHK,rpm,2.5,3.3,-3.5,7.6,,,,,,,,,,,,,11.155,0.023,10.398,0.028,10.161,0.027,4587,197,169,2.448,0.2,0.32,0.128,0.15,0.39,12.011,7.739,1.835,1.52,1.007,0.504,7.39E-04,6.53E-04,5.56E-04,2237,1513,315.4,0.942,0.258,0.258,AAA-222-111-000-0-0,10.3,
1851,1851,1851,1851,1851,1851,240615901,17 30 09.684,-28 42 58.55,1,11.55,,6838-1081-1,307-126318,17300968-2842588,STAR,BV,rpm,8,3.3,-1.5,3.3,,,12.753,0.381,11.728,0.224,,,,,,,11.129,0.029,10.977,0.03,10.89,0.029,7551,1601,500,3.965,0.245,0.21,0.083,0.12,0.12,2.348,0.976,0.69,1.852,0.665,0.277,0.148,0.196,0.085,841.1,462.8,226.1,0.385,0.312,0.156,AAA-222-111-000-0-0,7.7,
1852,1852,1852,1852,1852,1852,240616801,17 38 42.190,-28 42 45.89,1,15.404,,,,17384218-2842458,STAR,J,col,,,,,,,,,,,,,,,,,14.055,0.099,13.005,0.103,12.065,0.078,4548,9397,383,2.323,0.904,0.565,0.268,0.2,0.4,12.648,8.536,4.057,1.591,3.74,0.603,6.00E-04,0.007,5.05E-04,5558,2358,1419,3.476,2.083,0.801,AAA-222-111-000-0-0,4.8,0612-0623812
1853,1853,1853,1853,1853,1853,240618792,17 29 51.695,-28 42 17.18,1,9.626,,6838-14-1,307-126172,17295170-2842171,STAR,BV,,2.1,1.3,1.6,1.3,,,9.89,0.029,9.612,0.031,,,,,,,8.782,0.026,8.611,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-112-111-dd0-0-0,4.5,0612-0588596
1854,1854,1854,1854,1854,1854,240620312,17 34 22.631,-28 41 54.90,1,10.481,,6838-752-1,307-127778,17342262-2841548,STAR,gri,plx,1.6,2.8,-4.2,2.5,,,11.346,0.08,10.839,0.079,11.058,0.03,10.548,0.04,10.234,0.06,9.197,0.026,8.919,0.047,8.76,0.025,6183,253,303,3.849,0.07,0.07,0.017,0.18,0.15,2.432,0.126,0.3,1.485,0.13,0.156,0.105,0.033,0.02,299.4,20.03,20.03,0.226,0.134,0.084,AAA-112-111-000-0-0,6.1,
1855,1855,1855,1855,1855,1855,240620317,17 37 46.113,-28 41 54.82,1,11.438,,6839-327-1,307-128670,17374611-2841547,STAR,gri,rpm,8,2.9,-0.4,2.6,,,11.652,0.085,11.52,0.128,11.493,0.03,11.42,0.04,11.403,0.06,10.649,0.024,10.445,0.037,10.309,0.039,8121,814,581,4.001,0.195,0.195,0.052,0.15,0.18,2.293,0.672,0.594,2.026,0.366,0.274,0.148,0.196,0.075,743.3,318.3,191,0.327,0.168,0.14,AAA-222-111-000-0-0,5.1,
1856,1856,1856,1856,1856,1856,240621027,17 34 40.121,-28 41 45.18,1,11.916,,,307-127854,17344011-2841451,STAR,gri,rpm,-5.6,1.4,-15.6,1.4,,,13.699,0.043,12.478,0.031,13.089,0.031,11.976,0.04,11.414,0.06,9.81,0.021,9.19,0.024,8.941,0.023,4824,282,156,2.434,0.51,0.085,-0.515,0.35,0.42,9.682,1.693,3.902,0.994,0.16,0.1,0.001,0.004,3.26E-04,1108,155.4,417.4,0.555,0.144,0.144,AAA-222-111-000-0-0,6.8,
1857,1857,1857,1857,1857,1857,240622281,17 34 28.942,-28 41 26.73,1,15.875,,,307-127800,17342893-2841267,STAR,J,,-4.2,5.3,-63.2,5.3,,,,,,,,,,,,,14.495,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUU-200-100-000-0-0,10.2,
1858,1858,1858,1858,1858,1858,240622940,17 29 52.173,-28 41 17.60,1,13.796,,,307-126175,17295216-2841174,STAR,BV,rpm,58.8,5.6,0.9,7.6,,,15.291,0.03,14.035,0.036,,,,,,,11.579,0.03,10.895,0.031,10.799,0.034,4198,267,167,4.771,0.06,0.09,-0.096,0.2,0.28,0.505,0.098,0.049,0.565,0.095,0.052,4.247,1.051,1.309,149.8,89.15,55.89,0.095,0.06,0.05,AAA-222-111-000-0-0,6,
1859,1859,1859,1859,1859,1859,240623948,17 36 43.311,-28 41 02.90,1,12.91,,,307-128414,17364331-2841028,STAR,gri,rpm,-12.5,2,-24.6,1.7,,,14.241,0.046,13.332,0.032,13.793,0.033,12.985,0.041,12.531,0.061,11.275,0.03,10.867,0.042,10.723,0.035,6279,114,918,4.104,0.172,0.02,-0.417,0.36,0.09,1.504,0.051,0.318,1.046,0.021,0.134,0.308,0.263,0.018,527.6,33.84,136.1,0.874,0.002,0.556,AAA-222-111-000-0-0,8,
1860,1860,1860,1860,1860,1860,240624339,17 34 22.518,-28 40 57.21,1,10.929,,6838-988-1,307-127777,17342251-2840571,STAR,gri,plx,2.5,4.2,-7.8,4.4,,,12.659,0.368,11.204,0.118,12.46,0.03,10.975,0.04,10.272,0.06,8.349,0.026,7.626,0.055,7.383,0.016,4272,272,227,1.72,0.27,0.36,0.069,0.15,0.45,31.12,12.818,6.796,1.631,2.396,0.599,6.01E-05,7.30E-05,3.70E-05,1516,566.9,566.9,0.553,0.228,0.228,AAA-111-111-000-0-0,7.8,0613-0601780
1861,1861,1861,1861,1861,1861,240625364,17 36 17.230,-28 40 42.10,1,12.194,,,307-128298,17361723-2840421,STAR,gri,rpm,-8.9,2,-3,10.5,,,13.188,0.042,12.517,0.031,12.819,0.031,12.281,0.04,11.927,0.06,10.731,0.038,10.285,0.032,10.079,0.026,5587,498,166,3.593,0.54,1.08,-0.986,0.9,0.3,2.197,5.233,1.08,0.893,0.228,0.028,0.039,0.329,0.038,557.4,961,259.4,0.236,0.097,0.053,AAA-222-111-000-0-0,7.1,
1862,1862,1862,1862,1862,1862,240625464,17 37 19.921,-28 40 40.68,1,10.641,,6839-648-1,307-128562,17371991-2840407,STAR,gri,,7.8,2.7,-1.8,2.4,,,10.963,0.059,10.675,0.071,10.791,0.03,10.59,0.04,10.486,0.06,9.678,0.023,,,9.471,0.029,,,,,,,,,,,,,,,,,,,,,,,,,AEA-222-111-000-0-0,4.7,
1863,1863,1863,1863,1863,1863,240625693,17 36 25.976,-28 40 37.17,1,14.595,,,307-128337,17362596-2840371,STAR,gri,rpm,-4.6,2.3,-16.9,2.6,,,16.154,0.05,15.02,0.046,15.6,0.046,14.655,0.051,14.165,0.074,12.717,0.032,12.221,0.049,12.146,0.04,5211,573,260,3.539,1.027,0.237,-0.757,0.8,0.16,2.758,1.284,1.99,0.961,0.192,0.134,0.046,1.423,0.03,1345,550.4,958.1,0.608,0.072,0.312,AAA-222-111-000-0-0,6.3,
1864,1864,1864,1864,1864,1864,240626160,17 34 50.917,-28 40 30.46,1,13.485,,,307-127889,17345091-2840304,STAR,gri,rpm,4.3,2.2,-9.8,2.1,,,15.3,0.03,14.059,0.036,14.675,0.037,13.534,0.043,12.975,0.063,11.38,0.023,10.782,0.028,10.559,0.023,5350,53,194,2.471,0.02,0.032,-1.068,0.3,0.05,9.045,0.47,0.181,0.893,0.021,0.018,0.001,7.19E-05,1.45E-04,2105,63.14,63.14,0.987,0.001,0.146,AAA-222-111-000-0-0,9,
1865,1865,1865,1865,1865,1865,240626683,17 29 40.603,-28 40 22.12,1,14.41,,,307-126061,17294060-2840221,STAR,J,col,,,,,,,,,,,,,,,,,13.08,0.046,12.679,0.04,11.745,0.046,9648,1710,950,4.031,0.155,0.248,0.379,0.15,0.15,2.512,0.978,0.526,2.616,0.665,0.369,0.153,0.119,0.092,5057,1702,946.4,4.254,0.182,0.13,AAA-222-111-000-0-0,5.3,0613-0583495
1866,1866,1866,1866,1866,1866,240626819,17 35 37.897,-28 40 20.03,1,13.218,,,307-128097,17353789-2840200,STAR,gri,rpm,4.4,2,0.3,2,,,15.683,0.03,13.979,0.035,14.95,0.039,13.28,0.042,12.476,0.061,10.372,0.027,9.595,0.035,9.395,0.029,4447,348,290,2.126,0.39,0.91,0.089,0.2,1,17.129,19.408,6.019,1.489,0.841,0.525,2.19E-04,9.15E-04,2.05E-04,2153,2112,696.2,0.981,0.243,0.292,AAA-222-111-000-0-0,6.2,
